1/1/07,0:10:00,1/1/07,0:11:00,0.0
1/1/07,0:10:00,1/1/07,0:12:00,0.0
1/1/07,0:10:00,1/1/07,0:15:00,0.0
1/1/07,0:10:00,1/1/07,0:25:00,0.09798087
1/1/07,0:10:00,1/1/07,0:26:00,0.1048545
1/1/07,0:10:00,1/1/07,0:27:00,0.1096181
1/1/07,0:10:00,1/1/07,0:28:00,0.1128013
1/1/07,0:10:00,1/1/07,0:29:00,0.115144
1/1/07,0:10:00,1/1/07,0:30:00,0.1168679
1/1/07,0:10:00,1/1/07,0:32:00,0.1187304
1/1/07,0:10:00,1/1/07,0:36:00,0.1189891
1/1/07,0:10:00,1/1/07,0:41:00,0.1117799
1/1/07,0:10:00,1/1/07,0:42:00,0.1106121
1/1/07,0:10:00,1/1/07,0:44:00,0.1083529
1/1/07,0:10:00,1/1/07,0:45:00,0.1072618
1/1/07,0:10:00,1/1/07,0:52:00,0.1109889
1/1/07,0:10:00,1/1/07,0:53:00,0.1117134
1/1/07,0:10:00,1/1/07,0:59:00,0.1139278
1/1/07,0:10:00,1/1/07,1:00:00,0.1140426
1/1/07,0:10:00,1/1/07,1:01:00,0.112919
1/1/07,0:10:00,1/1/07,1:07:00,0.1068494
1/1/07,0:10:00,1/1/07,1:08:00,0.1059304
1/1/07,0:10:00,1/1/07,1:09:00,0.1050323
1/1/07,0:10:00,1/1/07,1:13:00,0.101671
1/1/07,0:10:00,1/1/07,1:20:00,0.1004293
1/1/07,0:10:00,1/1/07,1:21:00,0.0997229
1/1/07,0:10:00,1/1/07,1:24:00,0.09769884
1/1/07,0:10:00,1/1/07,1:26:00,0.09641432
1/1/07,0:10:00,1/1/07,1:27:00,0.0966259
1/1/07,0:10:00,1/1/07,1:33:00,0.09739618
1/1/07,0:10:00,1/1/07,1:34:00,0.09745598
1/1/07,0:10:00,1/1/07,1:37:00,0.09754289
1/1/07,0:10:00,1/1/07,1:49:00,0.09188135
