1/1/07,1:50:00,1/1/07,1:52:00,0.098
1/1/07,1:50:00,1/1/07,1:54:00,0.0588
1/1/07,1:50:00,1/1/07,1:59:00,0.0294
1/1/07,1:50:00,1/1/07,2:02:00,0.04461538
1/1/07,1:50:00,1/1/07,2:03:00,0.04871429
1/1/07,1:50:00,1/1/07,2:07:00,0.06022222
1/1/07,1:50:00,1/1/07,2:09:00,0.0542
1/1/07,1:50:00,1/1/07,2:10:00,0.05161905
1/1/07,1:50:00,1/1/07,2:13:00,0.04516667
1/1/07,1:50:00,1/1/07,2:20:00,0.05729032
1/1/07,1:50:00,1/1/07,2:24:00,0.06702857
1/1/07,1:50:00,1/1/07,2:25:00,0.06894444
1/1/07,1:50:00,1/1/07,2:26:00,0.07075676
1/1/07,1:50:00,1/1/07,2:27:00,0.07236842
1/1/07,1:50:00,1/1/07,2:29:00,0.07425
1/1/07,1:50:00,1/1/07,2:30:00,0.07243902
1/1/07,1:50:00,1/1/07,2:35:00,0.06456522
1/1/07,1:50:00,1/1/07,2:37:00,0.061875
1/1/07,1:50:00,1/1/07,2:44:00,0.06392727
1/1/07,1:50:00,1/1/07,2:45:00,0.06689286
1/1/07,1:50:00,1/1/07,2:51:00,0.07690323
1/1/07,1:50:00,1/1/07,2:53:00,0.08021875
1/1/07,1:50:00,1/1/07,2:58:00,0.09333333
1/1/07,1:50:00,1/1/07,3:01:00,0.1001111
1/1/07,1:50:00,1/1/07,3:04:00,0.1065867
1/1/07,1:50:00,1/1/07,3:06:00,0.1104156
1/1/07,1:50:00,1/1/07,3:12:00,0.1107229
1/1/07,1:50:00,1/1/07,3:16:00,0.1056322
1/1/07,1:50:00,1/1/07,3:19:00,0.1021111
1/1/07,1:50:00,1/1/07,3:29:00,0.10142
1/1/07,1:50:00,1/1/07,3:40:00,0.105045
1/1/07,1:50:00,1/1/07,3:41:00,0.1054286
1/1/07,1:50:00,1/1/07,3:42:00,0.1057876
1/1/07,1:50:00,1/1/07,3:44:00,0.1052174
1/1/07,1:50:00,1/1/07,3:46:00,0.1034188
1/1/07,1:50:00,1/1/07,3:47:00,0.1025424
1/1/07,1:50:00,1/1/07,3:49:00,0.1008333
1/1/07,1:50:00,1/1/07,3:56:00,0.09527559
1/1/07,1:50:00,1/1/07,3:57:00,0.09453125
1/1/07,1:50:00,1/1/07,3:59:00,0.09307692
1/1/07,1:50:00,1/1/07,4:02:00,0.09174436
1/1/07,1:50:00,1/1/07,4:03:00,0.0918209
1/1/07,1:50:00,1/1/07,4:04:00,0.09191111
1/1/07,1:50:00,1/1/07,4:10:00,0.09438298
1/1/07,1:50:00,1/1/07,4:11:00,0.09469014
1/1/07,1:50:00,1/1/07,4:12:00,0.09495105
1/1/07,1:50:00,1/1/07,4:15:00,0.09569863
1/1/07,1:50:00,1/1/07,4:19:00,0.09662667
1/1/07,1:50:00,1/1/07,4:20:00,0.09684768
1/1/07,1:50:00,1/1/07,4:22:00,0.09626144
1/1/07,1:50:00,1/1/07,4:24:00,0.09501935
1/1/07,1:50:00,1/1/07,4:34:00,0.08926061
1/1/07,1:50:00,1/1/07,4:36:00,0.08819162
1/1/07,1:50:00,1/1/07,4:38:00,0.08714793
1/1/07,1:50:00,1/1/07,4:39:00,0.08663529
1/1/07,1:50:00,1/1/07,4:44:00,0.08542857
1/1/07,1:50:00,1/1/07,4:46:00,0.08673446
1/1/07,1:50:00,1/1/07,4:47:00,0.08760674
1/1/07,1:50:00,1/1/07,4:51:00,0.09021978
1/1/07,1:50:00,1/1/07,4:54:00,0.09098378
1/1/07,1:50:00,1/1/07,4:57:00,0.09174468
1/1/07,1:50:00,1/1/07,4:59:00,0.09152632
1/1/07,1:50:00,1/1/07,5:00:00,0.09104712
1/1/07,1:50:00,1/1/07,5:01:00,0.09057292
1/1/07,1:50:00,1/1/07,5:04:00,0.08917949
1/1/07,1:50:00,1/1/07,5:13:00,0.08817647
1/1/07,1:50:00,1/1/07,5:15:00,0.08857282
1/1/07,1:50:00,1/1/07,5:16:00,0.08874396
1/1/07,1:50:00,1/1/07,5:27:00,0.0953578
1/1/07,1:50:00,1/1/07,5:28:00,0.09658447
1/1/07,1:50:00,1/1/07,5:29:00,0.0978
1/1/07,1:50:00,1/1/07,5:32:00,0.1008879
1/1/07,1:50:00,1/1/07,5:37:00,0.1030263
1/1/07,1:50:00,1/1/07,5:42:00,0.1008155
1/1/07,1:50:00,1/1/07,5:43:00,0.1003846
1/1/07,1:50:00,1/1/07,5:46:00,0.09911392
1/1/07,1:50:00,1/1/07,5:50:00,0.09746888
1/1/07,1:50:00,1/1/07,5:52:00,0.09666667
1/1/07,1:50:00,1/1/07,5:54:00,0.09587755
1/1/07,1:50:00,1/1/07,5:57:00,0.09471774
1/1/07,1:50:00,1/1/07,5:58:00,0.09433735
1/1/07,1:50:00,1/1/07,5:59:00,0.09396
1/1/07,1:50:00,1/1/07,6:02:00,0.09411858
1/1/07,1:50:00,1/1/07,6:05:00,0.09475
1/1/07,1:50:00,1/1/07,6:10:00,0.09732567
1/1/07,1:50:00,1/1/07,6:13:00,0.09865909
1/1/07,1:50:00,1/1/07,6:16:00,0.09755056
1/1/07,1:50:00,1/1/07,6:19:00,0.09646667
1/1/07,1:50:00,1/1/07,6:23:00,0.09505839
1/1/07,1:50:00,1/1/07,6:28:00,0.09335484
1/1/07,1:50:00,1/1/07,6:33:00,0.09171127
1/1/07,1:50:00,1/1/07,6:34:00,0.09138947
1/1/07,1:50:00,1/1/07,6:35:00,0.09106993
1/1/07,1:50:00,1/1/07,6:39:00,0.09065517
1/1/07,1:50:00,1/1/07,6:43:00,0.09117007
