1/1/07,1:50:00,1/1/07,1:53:00,0.124
1/1/07,1:50:00,1/1/07,1:54:00,0.124
1/1/07,1:50:00,1/1/07,2:00:00,0.124
1/1/07,1:50:00,1/1/07,2:02:00,0.124
1/1/07,1:50:00,1/1/07,2:08:00,0.124
1/1/07,1:50:00,1/1/07,2:10:00,0.124
1/1/07,1:50:00,1/1/07,2:13:00,0.124
1/1/07,1:50:00,1/1/07,2:14:00,0.124
1/1/07,1:50:00,1/1/07,2:16:00,0.134
1/1/07,1:50:00,1/1/07,2:17:00,0.14
1/1/07,1:50:00,1/1/07,2:20:00,0.142
1/1/07,1:50:00,1/1/07,2:21:00,0.144
1/1/07,1:50:00,1/1/07,2:22:00,0.144
1/1/07,1:50:00,1/1/07,2:26:00,0.144
1/1/07,1:50:00,1/1/07,2:27:00,0.144
1/1/07,1:50:00,1/1/07,2:29:00,0.144
1/1/07,1:50:00,1/1/07,2:30:00,0.144
1/1/07,1:50:00,1/1/07,2:31:00,0.144
1/1/07,1:50:00,1/1/07,2:32:00,0.144
1/1/07,1:50:00,1/1/07,2:36:00,0.144
1/1/07,1:50:00,1/1/07,2:42:00,0.144
1/1/07,1:50:00,1/1/07,2:46:00,0.234
1/1/07,1:50:00,1/1/07,2:49:00,0.236
1/1/07,1:50:00,1/1/07,2:51:00,0.236
1/1/07,1:50:00,1/1/07,2:52:00,0.236
1/1/07,1:50:00,1/1/07,2:55:00,0.264
1/1/07,1:50:00,1/1/07,2:57:00,0.264
1/1/07,1:50:00,1/1/07,2:58:00,0.264
1/1/07,1:50:00,1/1/07,3:00:00,0.264
1/1/07,1:50:00,1/1/07,3:05:00,0.264
1/1/07,1:50:00,1/1/07,3:08:00,0.264
1/1/07,1:50:00,1/1/07,3:09:00,0.264
1/1/07,1:50:00,1/1/07,3:10:00,0.264
1/1/07,1:50:00,1/1/07,3:20:00,0.264
1/1/07,1:50:00,1/1/07,3:22:00,0.264
1/1/07,1:50:00,1/1/07,3:28:00,0.264
1/1/07,1:50:00,1/1/07,3:33:00,0.264
1/1/07,1:50:00,1/1/07,3:34:00,0.264
1/1/07,1:50:00,1/1/07,3:35:00,0.264
1/1/07,1:50:00,1/1/07,3:38:00,0.264
1/1/07,1:50:00,1/1/07,3:40:00,0.264
1/1/07,1:50:00,1/1/07,3:46:00,0.264
1/1/07,1:50:00,1/1/07,3:48:00,0.264
1/1/07,1:50:00,1/1/07,3:52:00,0.264
1/1/07,1:50:00,1/1/07,3:54:00,0.264
1/1/07,1:50:00,1/1/07,3:55:00,0.264
1/1/07,1:50:00,1/1/07,3:59:00,0.264
1/1/07,1:50:00,1/1/07,4:00:00,0.264
1/1/07,1:50:00,1/1/07,4:03:00,0.264
1/1/07,1:50:00,1/1/07,4:05:00,0.264
1/1/07,1:50:00,1/1/07,4:06:00,0.264
1/1/07,1:50:00,1/1/07,4:12:00,0.264
1/1/07,1:50:00,1/1/07,4:20:00,0.264
1/1/07,1:50:00,1/1/07,4:25:00,0.264
1/1/07,1:50:00,1/1/07,4:27:00,0.264
1/1/07,1:50:00,1/1/07,4:31:00,0.264
1/1/07,1:50:00,1/1/07,4:33:00,0.264
1/1/07,1:50:00,1/1/07,4:35:00,0.264
1/1/07,1:50:00,1/1/07,4:37:00,0.264
1/1/07,1:50:00,1/1/07,4:40:00,0.264
1/1/07,1:50:00,1/1/07,4:41:00,0.264
1/1/07,1:50:00,1/1/07,4:53:00,0.264
1/1/07,1:50:00,1/1/07,5:01:00,0.264
1/1/07,1:50:00,1/1/07,5:02:00,0.264
1/1/07,1:50:00,1/1/07,5:06:00,0.264
1/1/07,1:50:00,1/1/07,5:11:00,0.264
1/1/07,1:50:00,1/1/07,5:13:00,0.264
1/1/07,1:50:00,1/1/07,5:16:00,0.264
1/1/07,1:50:00,1/1/07,5:20:00,0.264
1/1/07,1:50:00,1/1/07,5:32:00,0.364
1/1/07,1:50:00,1/1/07,5:39:00,0.364
1/1/07,1:50:00,1/1/07,5:56:00,0.364
1/1/07,1:50:00,1/1/07,6:02:00,0.364
1/1/07,1:50:00,1/1/07,6:03:00,0.364
1/1/07,1:50:00,1/1/07,6:06:00,0.364
1/1/07,1:50:00,1/1/07,6:07:00,0.364
1/1/07,1:50:00,1/1/07,6:08:00,0.364
1/1/07,1:50:00,1/1/07,6:09:00,0.364
1/1/07,1:50:00,1/1/07,6:15:00,0.364
1/1/07,1:50:00,1/1/07,6:16:00,0.364
1/1/07,1:50:00,1/1/07,6:22:00,0.364
1/1/07,1:50:00,1/1/07,6:25:00,0.364
1/1/07,1:50:00,1/1/07,6:29:00,0.364
1/1/07,1:50:00,1/1/07,6:30:00,0.364
1/1/07,1:50:00,1/1/07,6:31:00,0.364
1/1/07,1:50:00,1/1/07,6:33:00,0.364
1/1/07,1:50:00,1/1/07,6:36:00,0.364
1/1/07,1:50:00,1/1/07,6:40:00,0.364
1/1/07,1:50:00,1/1/07,6:42:00,0.364
1/1/07,1:50:00,1/1/07,6:44:00,0.364
1/1/07,1:50:00,1/1/07,6:46:00,0.364
1/1/07,1:50:00,1/1/07,6:48:00,0.364
1/1/07,1:50:00,1/1/07,6:49:00,0.364
1/1/07,1:50:00,1/1/07,6:50:00,0.364
1/1/07,1:50:00,1/1/07,6:57:00,0.364
1/1/07,1:50:00,1/1/07,7:00:00,0.364
1/1/07,1:50:00,1/1/07,7:02:00,0.364
1/1/07,1:50:00,1/1/07,7:04:00,0.364
1/1/07,1:50:00,1/1/07,7:05:00,0.364
1/1/07,1:50:00,1/1/07,7:06:00,0.364
1/1/07,1:50:00,1/1/07,7:08:00,0.364
1/1/07,1:50:00,1/1/07,7:09:00,0.364
1/1/07,1:50:00,1/1/07,7:12:00,0.364
1/1/07,1:50:00,1/1/07,7:17:00,0.364
