1/1/07,0:10:00,1/1/07,0:11:00,0.0
1/1/07,0:10:00,1/1/07,0:13:00,0.0
1/1/07,0:10:00,1/1/07,0:21:00,0.0
1/1/07,0:10:00,1/1/07,0:24:00,0.0
1/1/07,0:10:00,1/1/07,0:26:00,0.0
1/1/07,0:10:00,1/1/07,0:27:00,0.0
1/1/07,0:10:00,1/1/07,0:31:00,0.0
1/1/07,0:10:00,1/1/07,0:33:00,0.0
1/1/07,0:10:00,1/1/07,0:36:00,0.0
1/1/07,0:10:00,1/1/07,0:37:00,0.0
1/1/07,0:10:00,1/1/07,0:41:00,0.0
1/1/07,0:10:00,1/1/07,0:56:00,0.0
1/1/07,0:10:00,1/1/07,0:59:00,0.0
1/1/07,0:10:00,1/1/07,1:00:00,0.0
1/1/07,0:10:00,1/1/07,1:03:00,0.0
1/1/07,0:10:00,1/1/07,1:04:00,0.0
1/1/07,0:10:00,1/1/07,1:05:00,0.0
1/1/07,0:10:00,1/1/07,1:09:00,0.0
1/1/07,0:10:00,1/1/07,1:11:00,0.0
1/1/07,0:10:00,1/1/07,1:13:00,0.0
1/1/07,0:10:00,1/1/07,1:14:00,0.0
1/1/07,0:10:00,1/1/07,1:17:00,0.0
1/1/07,0:10:00,1/1/07,1:20:00,0.0
1/1/07,0:10:00,1/1/07,1:21:00,0.0
1/1/07,0:10:00,1/1/07,1:22:00,0.0
1/1/07,0:10:00,1/1/07,1:23:00,0.0
1/1/07,0:10:00,1/1/07,1:27:00,0.0
1/1/07,0:10:00,1/1/07,1:30:00,0.0
1/1/07,0:10:00,1/1/07,1:32:00,0.0
1/1/07,0:10:00,1/1/07,1:34:00,0.0
1/1/07,0:10:00,1/1/07,1:41:00,0.0
1/1/07,0:10:00,1/1/07,1:43:00,0.0
1/1/07,0:10:00,1/1/07,1:47:00,0.0
1/1/07,0:10:00,1/1/07,1:49:00,0.0
